Дєордієв Валерій Захарійович,,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Deordiev/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1319%3A2012-03-06-08-24-37&Itemid=266&lang=uk
Бондарчук Сергій Анатолійович,,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Bondarchyk/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1302%3A2012-03-05-10-48-47&Itemid=266&lang=uk
Гурков Володимир Геннадійович,1962-02-09,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Gyrkov/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&id=1168%3A2012-03-06-07-29-15&catid=105&Itemid=266&lang=uk
Орловський Іван Йосипович,1962-04-08,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Orlovskiy/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1367%3A2012-03-07-09-59-49&Itemid=266&lang=uk
Ушканов Олександр Володимирович,1981-11-24,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Ushakov/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1398%3A2012-03-07-10-24-07&Itemid=266&lang=uk
Топал Георгій Іванович,,,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1396%3A2012-03-07-10-22-54&Itemid=266&lang=uk
Гусаров Ігор Михайлович,,,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1316%3A2012-03-05-12-58-20&Itemid=266&lang=uk
Савенко Вадим Анатолійович,,,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1382%3A2012-03-07-10-10-02&Itemid=266&lang=uk
Дубовий Олександр Іванович,,,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1323%3A2012-03-06-09-00-33&Itemid=266&lang=uk
Пурдик Наталія Анатоліївна,,,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1377%3A2012-03-07-10-05-40&Itemid=266&lang=uk
Волков Віктор Якович,1964-12-21,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Volkov/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1286%3A2012-03-05-12-48-24&Itemid=266&lang=uk
Буценко Іван Миколайович,1956-11-30,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Bycenko/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1307%3A2012-03-05-10-50-31&Itemid=266&lang=uk
Зубрицька Світлана Петрівна,1958-03-23,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Zybritska/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1335%3A2012-03-06-15-30-53&Itemid=266&lang=uk
Патуріду Ірина Валеріївна,1973-03-31,http://oblrada.odessa.gov.ua/images/stories/DEPUTAT/Patyridy/1.jpg,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1369%3A2012-03-07-10-01-13&Itemid=266&lang=uk
Барвіненко Дмитро Лукович,,,http://oblrada.odessa.gov.ua/index.php?option=com_content&view=article&catid=114%3A2012-03-12-08-21-50&id=1298%3A2012-03-05-10-47-09&Itemid=266&lang=uk
